"ID","Movies","Date","Genre","Rating","IMDB","Metacritic","Year","Director","Writer","Cast","Search","Budget","Revenue","Oscar"
"283","The Raid Redemption","04/11/2021","Action, Crime, Drama, Sports & fitness","6","0","0","2011","Gareth Evans","Gareth Evans","Iko Uwais, Joe Taslim, Donny Alamsyah, Yayan Ruhian, Pierre Gruno, Ray Sahetapy, Tegar Satrya, Iang Darmawan, Eka ""Piranha"" Rahmadia, Verdi Solaiman",,"0","0",
"284","Triangle","13/11/2021","Mystery & thriller, Horror","7","0","0","2009","Christopher Smith","Christopher Smith","Melissa George, Liam Hemsworth, Rachael Carpani, Emma Lung, Michael Dorman, Henry Nixon, Joshua McIvor, Bryan Probets",,"0","0",
"285","Red Notice","14/11/2021","Action, Comedy","5","0","0","2021","Rawson Marshall Thurber","Rawson Marshall Thurber","Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya, Chris Diamantopoulos, Ivan Mbakop, Jay Romero",,"0","0",
"286","The Laundromat ","15/11/2021","Comedy","7","0","0","2019","Steven Soderbergh","Scott Z. Burns","Meryl Streep, Gary Oldman, Antonio Banderas, Jeffrey Wright, Robert Patrick, David Schwimmer, Sharon Stone",,"0","0",
"287","Kajillionaire","16/11/2021","Drama, Comedy","6","0","0","2020","Miranda July","Miranda July","Evan Rachel Wood, Gina Rodriguez, Richard Jenkins, Debra Winger, Patricia Belcher, Kim Estes, Da'Vine Joy Randolph, Rachel Redleaf","Kajillionaire (2020) evan","0","0",
"288","I Care A Lot","19/11/2021","Mystery & thriller, Comedy","8","0","0","2020","J Blakeson","J Blakeson","Rosamund Pike, Peter Dinklage, Eiza González, Dianne Wiest, Chris Messina, Isiah Whitlock Jr., Macon Blair, Nicholas Logan, Damian Young, Alicia Witt",,"0","0",
"289","Maze Runner: The Death Cure","20/11/2021","Sci-fi, Action, Adventure, Mystery & thriller","5","0","0","2018","Wes Ball","T.S. Nowlin","Dylan O'Brien, Thomas Brodie-Sangster, Kaya Scodelario, Giancarlo Esposito, Rosa Salazar, Aidan Gillen, Walton Goggins, Lee Ki-hong, Barry Pepper, Will Poulter, Patricia Clarkson, Katherine McNamara, Dexter Darden, Jacob Lofland, Nathalie Emmanuel",,"0","0",
"290","The Perks Of Being A Wallflower","21/11/2021","Lgbtq+, Romance, Drama, Comedy","9","0","0","2012","Stephen Chbosky","Stephen Chbosky","Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Kate Walsh, Dylan McDermott, Melanie Lynskey, Joan Cusack, Paul Rudd, Nina Dobrev, Adam Hagenbuch, Johnny Simmons, Erin Wilhelmi, Reece Thompson",,"0","0",
"292","June Again","24/11/2021","Drama, Comedy","7","0","0","2020","JJ Winlove","JJ Winlove","Noni Hazlehurst, Claudia Karvan, Stephen Curry, Otis Dhanji, Nash Edgerton, Darren Gilshenan, Pip Miller, Matilda Ridgway, Sam Lyndon",,"0","0",
"293","Uncle Frank","26/11/2021","Lgbtq+, Drama","8","0","0","2020","Alan Ball","Alan Ball","Paul Bettany, Sophia Lillis, Peter Macdissi, Steve Zahn, Judy Greer, Margo Martindale, Stephen Root, Lois Smith",,"0","0",
"294","Fair Game","28/11/2021","Mystery & thriller, Drama","7","0","0","2010","Doug Liman","Jez Butterworth, John-Henry Butterworth","Naomi Watts, Sean Penn, Sam Shepard, Ty Burrell, David Andrews, Brooke Smith, Noah Emmerich, Bruce McGill, Michael Kelly, Liraz Charchi, Khaled Nabawy, Adam LeFevre, Norbert Leo Butz, Jessica Hecht, Rebecca Rigg, David Denham, Geoffrey Cantor, Tim Griffin","Fair Game watts","0","0",
"295","Fargo","02/12/2021","Mystery & thriller, Comedy, Drama, Crime","6","0","0","1996","Joel Coen","Joel Coen, Ethan Coen","Frances McDormand, Steve Buscemi, William H. Macy, Peter Stormare, Harve Presnell, John Carroll Lynch, Kristin Rudrüd, Steve Reevis, Steve Park, Jose Feliciano",,"0","0",
"296","The Curious Case Of Benjamin Button","04/12/2021","Drama, Fantasy, Romance","8","0","0","2008","David Fincher","Eric Roth","Brad Pitt, Cate Blanchett, Taraji P. Henson, Julia Ormond, Jason Flemyng, Mahershala Ali, Jared Harris, Elias Koteas, Phyllis Somerville, Tilda Swinton, Lance E. Nichols, Rampai Mohadi, Elle Fanning, Madisen Beaty, Faune Chambers Watkins, Donna DuPlantier, Tom Everett",,"0","0",
"297","Dunkirk","10/12/2021","War, History, Drama","7","0","0","2017","Christopher Nolan","Christopher Nolan","Fionn Whitehead, Tom Glynn-Carney, Jack Lowden, Harry Styles, Aneurin Barnard, James D'Arcy, Barry Keoghan, Kenneth Branagh, Cillian Murphy, Mark Rylance, Tom Hardy","Dunkirk nolan","0","0",
"298","Our Friend","11/12/2021","Drama, Comedy","8","0","0","2021","Gabriela Cowperthwaite","Brad Ingelsby","Jason Segel, Dakota Johnson, Casey Affleck, Isabella Kai Rice, Violet McGraw, John McConnell, Gwendoline Christie, Cherry Jones, Ahna O'Reilly, Reed Diamond, Denée Benton, Jake Owen, Jason Bayle, Sampley Barinaga, Marielle Scott, Azita Ghanizada",,"0","0",
"299","Back To The Future","12/12/2021","Comedy, Sci-fi, Western, Adventure, Fantasy","8","0","0","1985","Robert Zemeckis","Bob Gale","Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Tom Wilson, Lea Thompson, Elisabeth Shue, Matt Clark, Richard Dysart, James Tolkan, Pat Buttram, Harry Carey Jr., Dub Taylor, Christopher Wynne, Sean Sullivan, Mike Watson",,"0","0",
"300","The Unforgivable","17/12/2021","Drama","7","0","0","2021","Nora Fingscheidt","Peter Craig, Hillary Seitz, Courtenay Miles","Sandra Bullock, Jon Bernthal, Vincent D'Onofrio, Viola Davis, Aisling Franciosi, Richard Thomas, W. Earl Brown, Tom Guiry, Linda Emond, Rob Morgan, Emma Nelson, Will Pullen",,"0","0",
"301","No Sudden Move","18/12/2021","Mystery & thriller, Crime, Drama","6","0","0","2021","Steven Soderbergh","Ed Solomon","Don Cheadle, Benicio Del Toro, David Harbour, Jon Hamm, Amy Seimetz, Brendan Fraser, Kieran Culkin, Noah Jupe, Craig muMs Grant, Julia Fox, Frankie Shaw, Ray Liotta, Bill Duke",,"0","0",
"302","Weekend At Bernie’s","19/12/2021","Comedy","6","0","0","1989","Robert Klane","Robert Klane","Andrew McCarthy, Jonathan Silverman, Terry Kiser, Barry Bostwick, Troy Byer, Tom Wright, Steve James",,"0","0",
"303","Monty Python And The Holy Grail","20/12/2021","Comedy","6","0","0","1975","Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin","Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Neil Innes, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Bee Duffell, John Young, Rita Davies, Sally Kinghorn",,"0","0",
"304","The Vault","26/12/2021","Crime, Action, Mystery & thriller, Drama","6","0","0","2021","Jaume Balagueró","Rafa Martínez, Andres Koppel, Borja Glez Santaolalla, Michel Gaztambide, Rowan Athale","Freddie Highmore, Astrid Berges-Firsbey, Sam Riley, Liam Cunningham, José Coronado, Luis Tosar, Emilio Gutiérrez Caba, Axel Stein, Daniel Holguín, Famke Janssen","the vault sam riley","0","0",
"305","Don’t Look Up","27/12/2021","Comedy","8","0","0","2021","Adam McKay","Adam McKay, David Sirota","Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep, Rob Morgan, Jonah Hill, Cate Blanchett, Tyler Perry, Mark Rylance, Timothée Chalamet, Ron Perlman, Melanie Lynskey, Michael Chiklis, Ariana Grande, Kid Cudi, Himesh Patel, Tomer Sisley, Gina Gershon, Matthew Perry",,"0","0",
"316","Polar","29/01/2022","Mystery & thriller, Action","5","0","0","2019","Jonas Akerlund","Jayson Rothwell","Mads Mikkelsen, Vanessa Hudgens, Ruby O. Fee, Robert Maillet, Fei Ren, Inga Cadranel, Nia Roam, Anastasia Marinina","Polar (2020) Mads","0","0",
"317","The Misfits","29/01/2022","Action, Mystery & thriller","5","0","0","2021","Renny Harlin","Kurt Wimmer, Robert Henny","Pierce Brosnan, Rami Jaber, Hermione Corfield, Jamie Chung, Mike Pirat Nitipaisalkul, Tim Roth, Nick Cannon, Sam Kalidi",,"0","0",
"318","I Saw The Devil","31/01/2022","Mystery & thriller","8","0","0","2010","Kim Jee-woon","Park Hun-jeong","Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan, Chun Ho-jin, San-ha Oh, Yoon-seo Kim, Choi Moo-sung, In-seo Kim",,"0","0",
"319","No Time To Die","05/02/2022","Mystery & thriller, Action, Adventure","7","0","0","2021","Cary Joji Fukunaga","Neal Purvis, Robert Wade, Cary Joji Fukunaga, Phoebe Waller-Bridge, Scott Z. Burns","Daniel Craig, Rami Malek, Léa Seydoux, Lashana Lynch, Ben Whishaw, Naomie Harris, Jeffrey Wright, Christoph Waltz, Ralph Fiennes, Rory Kinnear, David Dencik, Ana de Armas, Billy Magnussen, Dali Benssalah",,"0","0",
"320","13th","10/02/2022","Documentary","7","0","0","2016","Ava DuVernay","Spencer Averick, Ava DuVernay","Michelle Alexander, Bryan Stevenson, Van Jones, Newt Gingrich, Grover Norquist, Angela Davis","13th alexander","0","0",
"321","Groundhog Day","11/02/2022","Romance, Comedy","6","0","0","1993","Harold Ramis","Danny Rubin, Danny Rubin, Harold Ramis","Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky, Brian Doyle-Murray, Marita Geraghty, Angela Paton, Rick Ducommun, Rick Overton, Robin Duke, Carol Bivins, Ken Campbell, Peggy Roder, Harold Ramis, David Pasquesi",,"0","0",
"322","Pig","12/02/2022","Mystery & thriller, Drama","8","0","0","2021","Michael Sarnoski","Michael Sarnoski","Nicolas Cage, Alex Wolff, Adam Arkin, Nina Belforte, Cassandra Violet, Julia Bray, Elijah Ungvary, David Knell, Beth Harper, Brian Sutherland, David Shaughnessy, Gretchen Corbett, Dalene Young, Darius Pierce",,"0","0",
"323","The Card Counter","18/02/2022","Mystery & thriller, Drama","8","0","0","2021","Paul Schrader","Paul Schrader","Oscar Isaac, Tiffany Haddish, Tye Sheridan, Willem Dafoe, Alexander Babara, Bobby C. King, Ekaterina Baker, Bryan Truong, Dylan Flashner, Joel Michaely, Amye Gousset, Billy Slaughter",,"0","0",
"324","The Power Of The Dog","20/02/2022","Western, Drama, Romance","6","0","0","2021","Jane Campion","Jane Campion","Benedict Cumberbatch, Kirsten Dunst, Jesse Plemons, Kodi Smit-McPhee, Thomasin McKenzie, Frances Conroy, Keith Carradine, Geneviève Lemon, Peter Carroll, Adam Beach",,"0","0",
"325","Last Night In Soho","26/02/2022","Mystery & thriller, Drama","8","0","0","2021","Edgar Wright","Edgar Wright, Krysty Wilson-Cairns","Anya Taylor-Joy, Thomasin McKenzie, Matt Smith, Terence Stamp, Diana Rigg, Rita Tushingham, Michael Ajao, Synnove Karlsen, James Phelps, Andrew Bicknell, Joakim Skarli",,"0","0",
"326","Tick Tick… Boom!","27/02/2022","Musical, Drama, Biography","7","0","0","2021","Lin-Manuel Miranda","Steven Levenson","Andrew Garfield, Alexandra Shipp, Vanessa Hudgens, Bradley Whitford, Judith Light, Joanna P. Adler, Noah Robbins, Robin De Jesus, Joshua Henry, Michaela Jaé Rodriguez, Tariq ""Black Thought"" Trotter",,"0","0",
"327","Scream (2022)","04/03/2022","Mystery & thriller, Horror","7","0","0","2022","Matt Bettinelli-Olpin, Tyler Gillett","James Vanderbilt, Guy Busick","Neve Campbell, Courteney Cox, David Arquette, Melissa Barrera, Kyle Gallner, Mason Gooding, Mikey Madison, Dylan Minnette, Jenna Ortega, Jack Quaid, Marley Shelton, Jasmin Savoy Brown, Sonia Ammar","Scream (2022)","0","0",
"328","The French Dispatch","05/03/2022","Comedy, Drama","7","0","0","2021","Wes Anderson","Wes Anderson, Roman Coppola, Hugo Guinness","Benicio Del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux, Frances McDormand, Timothée Chalamet, Lyna Khoudri, Jeffrey Wright, Mathieu Amalric, Steve Park, Bill Murray, Owen Wilson, Christoph Waltz, Ed Norton, Jason Schwartzman, Anjelica Huston",,"0","0",
"329","Happy Death Day","11/03/2022","Mystery & thriller, Horror, Comedy","7","0","0","2017","Christopher Landon","Scott Lobdell","Jessica Rothe, Israel Broussard, Ruby Modine, Rachel Matthews, Charles Aitken, Jason Bayle, Phi Vu, Donna DuPlantier, GiGi Erneta, Rob Mello","happy death day ruby","0","0",
"330","The King’s Man","12/03/2022","Adventure, Action","6","0","0","2021","Matthew Vaughn","Matthew Vaughn, Karl Gajdusek","Ralph Fiennes, Harris Dickinson, Rhys Ifans, Djimon Hounsou, Gemma Arterton, Matthew Goode, Tom Hollander, Charles Dance, Daniel Brühl, Stanley Tucci, Alison Steadman, Aaron Taylor-Johnson",,"0","0",
"331","Scream (1996)","19/03/2022","Horror, Comedy","8","0","0","1996","Wes Craven","Kevin Williamson","Neve Campbell, David Arquette, Courteney Cox, Matthew Lillard, Skeet Ulrich, Rose McGowan, Drew Barrymore, Jamie Kennedy, Henry Winkler, Lawrence Hecht, Liev Schreiber, W. Earl Brown","Scream wes will","0","0",
"332","Scream 2","22/03/2022","Horror, Comedy","7","0","0","1997","Wes Craven","Kevin Williamson, Kevin Williamson","David Arquette, Neve Campbell, Courteney Cox, Sarah Michelle Gellar, Jamie Kennedy, Laurie Metcalf, Elise Neal, Jerry O'Connell, Timothy Olyphant, Jada Pinkett Smith, Liev Schreiber, Lewis Arquette, Duane Martin, Omar Epps, David Warner",,"0","0",
"334","The Lost Daughter","25/03/2022","Drama","8","0","0","2021","Maggie Gyllenhaal","Maggie Gyllenhaal","Olivia Colman, Dakota Johnson, Peter Sarsgaard, Jessie Buckley, Paul Mescal, Oliver Jackson-Cohen, Ellie Mae Blake, Yiannis Cheliotis, Abe Cohen, Dagmara Dominczyk, Jack Farthing, Ed Harris",,"0","0",
"335","Dune","26/03/2022","Adventure, Sci-fi","9","0","0","2021","Denis Villeneuve","Jon Spaihts, Denis Villeneuve, Eric Roth","Timothée Chalamet, Rebecca Ferguson, Oscar Isaac, Josh Brolin, Stellan Skarsgård, Jason Momoa, Zendaya, Charlotte Rampling, Dave Bautista, Javier Bardem, Sharon Duncan-Brewster, Stephen Henderson, Chen Chang, David Dastmalchian",,"0","0",
"336","It Chapter 2","01/04/2022","Mystery & thriller, Horror","5","0","0","2019","Andy Muschietti","Gary Dauberman","Jessica Chastain, James McAvoy, Bill Hader, Isaiah Mustafa, Jay Ryan, James Ransone, Andy Bean, Bill Skarsgård, Jaeden Martell, Wyatt Oleff, Jack Dylan Grazer, Finn Wolfhard, Sophia Lillis, Chosen Jacobs, Jeremy Ray Taylor, Teach Grant, Nicholas Hamilton, Javier Botet, Xavier Dolan, Taylor Frey",,"0","0",
"337","Coda","02/04/2022","Drama","9","0","0","2021","Sian Heder","Sian Heder","Emilia Jones, Troy Kotsur, Marlee Matlin, Eugenio Derbez, Daniel Durant, Ferdia Walsh-Peelo, Amy Forsyth, Kevin Chapman, Courtland Jones, Molly Beth Thomas","coda emilia","0","0",
"338","The Two Faces Of January","03/04/2022","Mystery & thriller, Romance","6","0","0","2014","Hossein Amini","Hossein Amini","Viggo Mortensen, Kirsten Dunst, Oscar Isaac, Daisy Bevan, Yigit Özsener, Omiros Poulakis, James Sobol Kelly, Prometheus Aleifer",,"0","0",
"339","The Matrix Resurrections ","10/04/2022","Action, Sci-fi","6","0","0","2021","Lana Wachowski","Lana Wachowski, David Mitchell, Aleksandar Hemon","Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff, Jessica Henwick, Neil Patrick Harris, Jada Pinkett Smith, Priyanka Chopra Jonas, Christina Ricci, Lambert Wilson, Andrew Lewis Caldwell, Toby Onwumere, Max Riemelt, Joshua Grothe, Brian J. Smith, Eréndira Ibarra, Michael X. Sommers, , Mumbi Maina, Max Mauff",,"0","0",
"340","Death On The Nile","14/04/2022","Crime, Mystery & thriller, Drama","7","0","0","2022","Kenneth Branagh","Michael Green","Kenneth Branagh, Gal Gadot, Armie Hammer, Emma Mackey, Annette Bening, Tom Bateman, Ali Fazal, Russell Brand, Sophie Okonedo, Letitia Wright, Dawn French, Jennifer Saunders, Rose Leslie",,"0","0",
"341","Windfall","16/04/2022","Mystery & thriller, Drama","7","0","0","2022","Charlie McDowell","Justin Lader, Andrew Kevin Walker","Jason Segel, Lily Collins, Jesse Plemons, Omar Leyva","windfall jason","0","0",
"343","Red Rocket","17/04/2022","Comedy, Drama","7","0","0","2022","Sean Baker","Sean Baker, Chris Bergoch","Simon Rex, Suzanna Son, Bree Elrod, Brenda Deiss, Ethan Darbone, Brittney Rodriguez, Judy Hill, Parker Bigham, Nate Venz",,"0","0",
"344","The Worst Person In The World","23/04/2022","Romance, Comedy, Drama","7","0","0","2022","Joachim Trier","Joachim Trier, Eskil Vogt","Anders Danielsen Lie, Maria Grazia Di Meo, Renate Reinsve, Herbert Nordrum, Hans Olav Brenner, Silje Storstein, Marianne Krogh, Vidar Sandem, Anna Dworak, Thea Stabell, Helene Bjøreby",,"0","0",
"345","Inside Llewyn Davis","24/04/2022","Comedy, Music, Drama","7","0","0","2013","Joel Coen, Ethan Coen","Joel Coen, Ethan Coen","Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund, F. Murray Abraham, Justin Timberlake, Ethan Phillips, Robin Bartlett, Max Casella, Jerry Grayson, Jeanine Serralles, Adam Driver, Stark Sands, Alex Karpovsky, Frank Ridley",,"0","0",
"346","A Most Violent Year","29/04/2022","Mystery & thriller, Crime, Drama","7","0","0","2014","J.C. Chandor","J.C. Chandor","Oscar Isaac, Jessica Chastain, David Oyelowo, Alessandro Nivola, Albert Brooks, Elyes Gabel, Catalina Sandino Moreno, Peter Gerety, Christopher Abbott, Glenn Fleshler, Jerry Adler, Ben Rosenfield, Ashley Williams",,"0","0",
"347","Silent Night","30/04/2022","Horror, Drama, Comedy","6","0","0","2021","Camille Griffin","Camille Griffin","Keira Knightley, Matthew Goode, Roman Griffin Davis, Annabelle Wallis, Lily-Rose Depp, Sope Dirisu, Kirby Howell-Baptiste, Lucy Punch, Rufus Jones, Trudie Styler, Holly Aird, Dora Davis, Davida McKenzie, Gilby Griffin Davis, Hardy Griffin Davis",,"0","0",
"348","Chopper","07/05/2022","Drama","8","0","0","2000","Andrew Dominik","Andrew Dominik","Eric Bana, Vince Colosimo, Simon Lyndon, Kate Beahan, David Field, Dan Wyllie, Bill Young, Kenny Graham, Garry Waddell, Fred Barker, Serge Liistro, Peter Hardy, Renée Brack, Terry Willesee","Chopper Bana","0","0",
"349","Spencer","20/05/2022","Biography, Drama","7","0","0","2021","Pablo Larraín","Steven Knight","Kristen Jaymes Stewart, Sally Hawkins, Timothy Spall, Sean Harris, Jack Farthing, Jack Nielen, Freddie Spry, Stella Gonet, Richard Sammel, Elizabeth Berrington, Lore Stefanek, Amy Manson","Spencer Kristen","0","0",
"350","King Richard","22/05/2022","Drama, Biography","8","0","0","2021","Reinaldo Marcus Green","Zach Baylin","Will Smith, Aunjanue Ellis, Jon Bernthal, Saniyya Sidney, Demi Singleton, Tony Goldwyn, Mikayla Lashae Bartholomew, Daniele Lawson, Layla Crawford, Erika Ringor, Noah Bean, Craig Tate, Josiah Cross, Dylan McDermott, Liev Schreiber, Susie Abromeit, Judith Chapman, Chet Grissom, Andy Bean, Kevin Dunn","King Richard will","0","0",
"351","Body Of Lies","27/05/2022","Drama, Mystery & thriller, Action","7","0","0","2008","Ridley Scott","William Monahan","Leonardo DiCaprio, Russell Crowe, Mark Strong, Golshifteh Farahani, Oscar Isaac, Ali Suliman, Alon Aboutboul, Vince Colosimo, Simon McBurney, Mehdi Nebbou, Michael Gaston, Kais Nashif, Jameel Khoury",,"0","0",
"352","Nightmare Alley","29/05/2022","Mystery & thriller, Crime, Drama","6","0","0","2021","Guillermo del Toro","Guillermo del Toro, Kim Morgan","Bradley Cooper, Rooney Mara, Cate Blanchett, Ron Perlman, Toni Collette, Mary Steenburgen, Willem Dafoe, David Strathairn, Richard Jenkins, Mark Povinelli",,"0","0",
"353","Joint Security Area","05/06/2022","Drama, Mystery & Thriller, Action","7","0","0","2000","Park Chan-wook","Park Chan-wook","Lee Young-ae, Song Kang-ho, Kim Tae-woo, Shin Ha-kyun, Lee Byung-hun",,"0","0",
"354","The Batman","11/06/2022","Action, Adventure, Crime, Drama","8","0","0","2022","Matt Reeves","Matt Reeves, Peter Craig","Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell, Paul Dano, John Turturro, Andy Serkis, Peter Sarsgaard, Barry Keoghan, Jayme Lawson, Gil Perez-Abraham, Peter McDonald, Con O'Neill, Alex Ferns, Rupert Penry-Jones",,"0","0",
"355","Belfast","16/06/2022","Drama","6","0","0","2021","Kenneth Branagh","Kenneth Branagh","Caitriona Balfe, Judi Dench, Jamie Dornan, Ciarán Hinds, Jude Hill, Colin Morgan, Olive Tennant, Lara McDonnell, Lewis McAskie",,"0","0",
"357","Spiderhead","28/06/2022","Sci-fi, Action, Crime, Drama","6","0","0","2022","Joseph Kosinski","Rhett Reese, Paul Wernick","Chris Hemsworth, Miles Teller, Jurnee Smollett, Mark Paguio, Tess Haubrich","Spiderhead chris","0","0",
"358","The Bourne Identity","08/07/2022","Action, Mystery & thriller","7","0","0","2002","Doug Liman","William Blake Herron, Tony Gilroy, David Self, Robert Ludlum","Matt Damon, Franka Potente, Chris Cooper, Clive Owen, Brian Cox, Adewale Akinnuoye-Agbaje, Gabriel Mann, Walton Goggins, Josh Hamilton, Julia Stiles, Orso Maria Guerrini, Tim Dutton",,"0","0",
"359","Children Of Men","10/07/2022","Sci-fi, Mystery & thriller","9","0","0","2006","Alfonso Cuarón","Alfonso Cuarón, David Arata, Timothy J. Sexton, Hawk Ostby, Mark Fergus","Clive Owen, Julianne Moore, Michael Caine, Chiwetel Ejiofor, Charlie Hunnam, Danny Huston, Clare-Hope Ashitey, Peter Mullan, Pam Ferris, Maria McErlane, Michael Haughey, Paul Sharma, Philippa Urquhart, Oana Pellea, Ed Westwick",,"0","0",
"360","Qt8 The First Eight","11/07/2022","Documentary","7","0","0","2019","Tara Wood","Tara Wood","Michael Madsen, Christoph Waltz, Zoe Bell, Samuel L. Jackson, Diane Kruger, Eli Roth, Lucy Liu, Kurt Russell, Jamie Foxx, Tim Roth, Robert Forster, Jennifer Jason Leigh, Bruce Dern",,"0","0",
"361","The Talented Mr. Ripley","17/07/2022","Crime, Drama, Mystery & thriller","8","0","0","1999","Anthony Minghella","Patricia Highsmith, Anthony Minghella","Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston, Rosario Fiorello, Stefania Rocca, Ivano Marescotti, Anna Longhi, Alessandro Fabrizi, Lisa Eichhorn",,"0","0",
"362","The Gray Man","24/07/2022","Action, Mystery & thriller","8","0","0","2022","Anthony Russo, Joe Russo","Joe Russo, Christopher Markus, Stephen McFeely","Ryan Gosling, Chris Evans, Ana de Armas, Regé-Jean Page, Billy Bob Thornton, Wagner Moura, Alfre Woodard, Julia Butters",,"0","0",
"363","The Duke","30/07/2022","Comedy, Drama","7","0","0","2022","Roger Michell","Richard Bean, Clive Coleman","Jim Broadbent, Dame Helen Mirren, Fionn Whitehead, Aimee Kelly, Craig Conway, Heather Craney, Simon Hubbard, Michael Adams","the duke jim","0","0",
"364","The Unbearable Weight Of Massive Talent","05/08/2022","Comedy, Action","6","0","0","2022","Tom Gormican","Tom Gormican, Kevin Etten","Nicolas Cage, Pedro Pascal, Tiffany Haddish, Sharon Horgan, Paco León, Neil Patrick Harris, Lily Sheen, Alessandra Mastronardi, Jacob Scipio, Katrin Vankova, Demi Moore, Anna MacDonald",,"0","0",
"366","Everything Everywhere All At Once","04/09/2022","Comedy, Adventure, Sci-fi, Fantasy","8","0","0","2022","Dan Kwan, Daniel Scheinert","Dan Kwan, Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Ke Huy Quan, James Hong, Jamie Lee Curtis, Jenny Slate, Harry Shum Jr.",,"0","0",
"367","It Follows","10/09/2022","Horror, Mystery & thriller","7","0","0","2015","David Robert Mitchell","David Robert Mitchell","Maika Monroe, Keir Gilchrist, Daniel Zovatto, Jake Weary, Olivia Luccardi, Lili Sepe, Ruby Harris, Bailey Spry, Debbie Williams",,"0","0",
"368","The Place Beyond The Pines","11/09/2022","Crime, Drama, Mystery & thriller","9","0","0","2012","Derek Cianfrance","Ben Coccio, Darius Marder, Derek Cianfrance","Ryan Gosling, Bradley Cooper, Eva Mendes, Rose Byrne, Ben Mendelsohn, Mahershala Ali, Dane DeHaan, Emory Cohen, Ray Liotta, Bruce Greenwood, Harris Yulin, Gabe Fazio, Olga Merediz",,"0","0",
"369","The Gift","17/09/2022","Mystery & thriller","7","0","0","2015","Joel Edgerton","Joel Edgerton","Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman, Busy Philipps, Beau Knapp, Wendell Pierce, David Denman, Katie Aselton","the gift bateman","0","0",
"370","As Good As It Gets","22/09/2022","Comedy, Drama, Lgbtq+","7","0","0","1997","James L. Brooks","Mark Andrus, Mark Andrus, James L. Brooks","Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros","as good as it gets jack","0","0",
"371","Thor: Love And Thunder","23/09/2022","Action, Adventure, Fantasy, Comedy","7","0","0","2022","Taika Waititi","Taika Waititi, Jennifer Kaytin Robinson","Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson, Taika Waititi, Russell Crowe, Jaimie Alexander, Chris Pratt, Dave Bautista, Karen Gillan, Pom Klementieff, Sean Gunn, Vin Diesel, Bradley Cooper",,"0","0",
"372","Gravity","27/09/2022","Drama, Sci-fi, Mystery & thriller","8","0","0","2013","Alfonso Cuarón","Alfonso Cuarón, Jonás Cuarón","Sandra Bullock, George Clooney, Ed Harris, Orto Ignatiussen, Phaldut Sharma, Amy Warren, Basher Savage, Adam Cozens","Gravity clooney","0","0",
"373","Psycho","01/10/2022","Horror, Mystery & thriller","7","0","0","1960","Alfred Hitchcock","Robert Bloch, Joseph Stefano","Anthony Perkins, Janet Leigh, Vera Miles, John Gavin, Martin Balsam, John McIntire, Simon Oakland, John Anderson, Frank Albertson, Patricia Hitchcock","Psycho janet leigh","0","0",
"374","A Most Wanted Man","07/10/2022","Drama, Mystery & thriller","7","0","0","2014","Anton Corbijn","Andrew Bovell","Philip Seymour Hoffman, Rachel McAdams, Grigoriy Dobrygin, Willem Dafoe, Robin Wright, Homayoun Ershadi, Nina Hoss, Franz Hartwig, Daniel Brühl, Kostja Ullmann, Vicky Krieps, Mehdi Dehbi, Rainer Bock","a most wanted man","0","0",
"375","Where The Crawdads Sing","15/10/2022","Drama, Mystery & thriller","7","0","0","2022","Olivia Newman","Lucy Alibar","Daisy Edgar-Jones, Taylor John Smith, Harris Dickinson, Garret Dillahunt, Michael Hyatt, Ahna O'Reilly, Sterling Macer Jr., Jojo Regina, David Strathairn, Bill Kelly",,"0","0",
"376","The Black Phone","21/10/2022","Horror, Mystery & thriller","6","0","0","2021","Scott Derrickson","Scott Derrickson, C. Robert Cargill, C. Robert Cargill","Ethan Hawke, Mason Thames, Madeleine McGraw, Jeremy Davies, James Ransone, E. Roger Mitchell, Michael Banks Repeta, J. Gaven Wilde, Brady Ryan, Robert Fortunato",,"0","0",
